dates,products,state,US,amount,card,fico,balance,income,Fraud
12/28/22,Groceries,NA,FALSE,208.19,Discover,622,1276.01,20000,0
11/12/22,Dining,NA,FALSE,199.35,Amex,587,2929.18,77000,0
8/28/22,Shopping,AL,TRUE,94.55,Visa,731,2129.7,41000,0
11/13/22,Shopping,AR,TRUE,252.76,Amex,557,7026.93,78000,0
1/13/22,Shopping,AL,TRUE,151.89,Discover,621,485.02,167000,0
7/15/22,Dining,AR,TRUE,156.29,Discover,622,1103.76,26000,0
12/19/22,Groceries,AL,TRUE,134.14,Mastercard,611,1161.76,38000,0
10/15/22,Entertainment,AL,TRUE,289,Amex,471,4276.04,87000,0
5/16/22,Dining,AL,TRUE,115.73,Visa,772,2619.68,138000,0
11/9/22,Entertainment,NA,FALSE,53.35,Visa,689,1156.86,33000,0
8/27/22,Groceries,AK,TRUE,107.06,Mastercard,752,2243.72,50000,0
9/19/22,Shopping,DE,TRUE,90.35,Discover,509,1409.56,18000,0
12/8/22,Entertainment,AL,TRUE,205.51,Mastercard,813,-431.13,148000,0
7/5/22,Entertainment,AZ,TRUE,108.6,Mastercard,608,10176.81,113000,0
3/28/22,Entertainment,AK,TRUE,50.51,Visa,649,1923.05,41000,0
5/4/22,Entertainment,AZ,TRUE,49.3,Visa,695,2504.94,29000,0
5/4/22,Groceries,ME,TRUE,85.04,Mastercard,751,528.8,138000,0
7/13/22,Entertainment,NA,FALSE,198.18,Mastercard,850,2365.37,174000,0
8/22/22,Dining,AL,TRUE,227.35,Visa,637,7191.09,87000,0
11/21/22,Dining,AZ,TRUE,93.5,Amex,850,785.61,112000,0
12/22/22,Groceries,AK,TRUE,65.94,Amex,657,1052.96,149000,0
6/26/22,Dining,NA,FALSE,119.91,Mastercard,771,277.93,153000,0
12/13/22,Dining,AL,TRUE,151.93,Visa,562,1241.1,15000,0
10/29/22,Dining,AZ,TRUE,84.43,Amex,676,1519.92,155000,0
3/27/22,Entertainment,NA,FALSE,42.68,Discover,705,1984.2,50000,0
12/13/22,Dining,AK,TRUE,155.16,Visa,554,1302.95,27000,0
12/15/22,Groceries,AZ,TRUE,72.78,Visa,607,1048.37,107000,0
4/30/22,Groceries,AL,TRUE,138.88,Visa,685,2619.18,22000,0
9/12/22,Groceries,AZ,TRUE,234.85,Visa,748,19311.96,697000,0
8/28/22,Entertainment,NA,FALSE,306.68,Amex,557,3388.9,77000,0
1/9/22,Groceries,AR,TRUE,138.14,Mastercard,651,5436.48,79000,0
5/24/22,Groceries,AK,TRUE,125.2,Visa,640,1369.76,50000,0
12/25/22,Entertainment,AL,TRUE,75.52,Visa,677,655.07,22000,0
11/12/22,Entertainment,AL,TRUE,203.02,Amex,597,1251.13,116000,0
10/13/22,Shopping,NA,FALSE,233.37,Amex,630,5786.89,93000,0
2/16/22,Shopping,AZ,TRUE,241.4,Amex,549,5023.9,41000,0
10/6/22,Groceries,AZ,TRUE,86.5,Amex,599,9174.91,98000,0
11/11/22,Groceries,AL,TRUE,222.91,Discover,525,1377.72,24000,0
1/22/22,Entertainment,AL,TRUE,186.58,Amex,763,1480.42,117000,0
6/1/22,Groceries,WI,TRUE,85.2,Mastercard,685,10165.77,117000,0
10/2/22,Groceries,AL,TRUE,106.53,Mastercard,641,2317.96,23000,0
6/6/22,Entertainment,MO,TRUE,200.11,Visa,740,2060.83,157000,0
7/17/22,Shopping,NA,FALSE,255.5,Amex,656,6037.52,78000,0
1/22/22,Shopping,NA,FALSE,69.91,Visa,555,2412.24,22000,1
4/16/22,Entertainment,NA,FALSE,46.02,Discover,646,2373.82,38000,0
6/6/22,Shopping,AZ,TRUE,258.39,Amex,637,5754.76,61000,0
12/4/22,Shopping,AL,TRUE,1218.99,Visa,778,10485.97,549000,1
1/31/22,Shopping,AL,TRUE,111.25,Amex,673,1820.53,28000,0
10/24/22,Groceries,AL,TRUE,107.56,Amex,680,3074.64,43000,0
9/12/22,Dining,AL,TRUE,102.21,Visa,629,2027.41,132000,0
7/15/22,Entertainment,AL,TRUE,99.64,Visa,628,1876.19,21000,0
3/31/22,Shopping,AK,TRUE,110.07,Discover,569,1025.26,22000,0
9/25/22,Entertainment,AK,TRUE,279.52,Mastercard,529,3480.97,68000,0
12/9/22,Dining,AK,TRUE,117.31,Visa,608,11703.37,118000,0
8/17/22,Shopping,AR,TRUE,264.76,Discover,530,4722.34,76000,0
1/16/22,Groceries,AR,TRUE,352.85,Amex,785,17579.13,424000,0
12/20/22,Shopping,AZ,TRUE,86.13,Discover,598,1551.27,19000,0
5/21/22,Entertainment,AR,TRUE,303.04,Visa,428,4328.44,65000,0
8/9/22,Groceries,AL,TRUE,68.84,Visa,701,2338.99,142000,0
12/31/22,Shopping,AL,TRUE,107.11,Amex,699,2140.18,36000,0
8/5/22,Dining,AL,TRUE,79.31,Visa,698,2184.83,38000,0
9/30/22,Entertainment,AL,TRUE,295.88,Visa,451,3568.12,104000,0
1/31/22,Groceries,AZ,TRUE,143.31,Amex,493,4579.78,67000,0
1/8/22,Shopping,AL,TRUE,242.03,Amex,608,5356.88,78000,0
4/10/22,Entertainment,AZ,TRUE,323.18,Amex,569,6571.92,73000,0
8/21/22,Groceries,AK,TRUE,82.88,Amex,749,1336.28,147000,0
9/28/22,Shopping,AL,TRUE,144.46,Mastercard,617,1395.94,169000,0
1/16/22,Entertainment,AK,TRUE,86.41,Visa,585,2039.56,18000,0
2/25/22,Groceries,NA,FALSE,84.71,Visa,738,843.24,152000,0
1/14/22,Groceries,AL,TRUE,136.35,Visa,492,7255.51,106000,0
1/3/22,Shopping,AZ,TRUE,143.14,Mastercard,756,1216.85,123000,0
7/5/22,Entertainment,AR,TRUE,193.29,Amex,623,-239.37,109000,0
2/8/22,Groceries,AL,TRUE,115.11,Discover,525,8172.71,98000,0
1/11/22,Groceries,AL,TRUE,68.77,Amex,714,2296,147000,0
7/2/22,Entertainment,NA,FALSE,90.8,Mastercard,699,9791.05,77000,0
8/27/22,Entertainment,AZ,TRUE,44.81,Amex,598,2064.93,39000,0
10/25/22,Shopping,AK,TRUE,65.72,Discover,599,1722.41,19000,0
5/21/22,Entertainment,AL,TRUE,198.41,Amex,738,607.18,136000,0
11/27/22,Entertainment,AL,TRUE,50.62,Visa,667,1693.39,48000,0
6/3/22,Shopping,AL,TRUE,148.53,Visa,729,844.89,161000,0
5/13/22,Shopping,AZ,TRUE,88.41,Amex,772,10069.32,109000,1
12/10/22,Groceries,AL,TRUE,79.69,Discover,823,283.28,160000,0
1/6/22,Groceries,AL,TRUE,196.9,Discover,576,1416.12,21000,0
6/17/22,Groceries,AZ,TRUE,79.56,Visa,662,1983.95,122000,0
2/10/22,Shopping,NA,FALSE,66.38,Visa,835,1022.65,122000,1
5/27/22,Dining,AL,TRUE,90.87,Visa,837,504.75,150000,0
2/3/22,Shopping,AZ,TRUE,159.82,Mastercard,796,880.12,83000,0
8/27/22,Shopping,NA,FALSE,157.5,Amex,816,2133.43,167000,0
9/3/22,Shopping,AL,TRUE,106.82,Visa,672,2601.68,34000,0
2/22/22,Groceries,AZ,TRUE,184.75,Visa,624,1009.97,21000,0
4/13/22,Travel,AL,TRUE,973.93,Visa,706,2685.77,23000,1
6/6/22,Dining,AL,TRUE,111.41,Visa,693,1050.2,137000,0
3/22/22,Shopping,AL,TRUE,240.38,Visa,579,6458.27,76000,0
9/6/22,Shopping,AL,TRUE,37.59,Visa,407,9911,135000,0
7/10/22,Shopping,AZ,TRUE,96.12,Mastercard,764,1106.01,48000,0
11/19/22,Shopping,NA,FALSE,52.29,Mastercard,532,12016.15,93000,0
12/30/22,Shopping,AK,TRUE,74.53,Discover,585,1523.27,27000,0
8/18/22,Shopping,AK,TRUE,151,Mastercard,699,2239.85,183000,0
9/23/22,Entertainment,AL,TRUE,51.37,Visa,707,1649.55,42000,0
6/4/22,Shopping,AL,TRUE,156.39,Mastercard,676,757.04,125000,0
8/10/22,Shopping,NA,FALSE,150.41,Visa,836,959.92,122000,0
7/21/22,Groceries,AK,TRUE,69.68,Visa,705,10333.87,104000,0
10/18/22,Dining,NA,FALSE,181.5,Visa,486,5221.47,44000,0
3/20/22,Shopping,NA,FALSE,145.42,Discover,850,1453.39,129000,0
7/3/22,Dining,AR,TRUE,136.38,Visa,569,1042.88,26000,0
7/27/22,Groceries,AK,TRUE,163.01,Visa,523,1995.81,63000,0
12/17/22,Shopping,AL,TRUE,101.43,Mastercard,628,2342.56,39000,0
7/23/22,Travel,TX,TRUE,223.07,Amex,706,2197.87,40000,0
12/21/22,Shopping,AL,TRUE,88.26,Visa,629,2387.13,39000,0
11/3/22,Shopping,AK,TRUE,996.91,Amex,818,14101.2,480000,0
12/8/22,Shopping,AK,TRUE,71.48,Discover,609,1882.74,12000,0
10/20/22,Entertainment,AZ,TRUE,343.18,Amex,558,2832.19,84000,0
1/13/22,Groceries,AR,TRUE,157.77,Amex,550,8478.21,91000,0
3/31/22,Groceries,AK,TRUE,133.82,Mastercard,641,1276.34,29000,0
11/6/22,Dining,AK,TRUE,195.34,Mastercard,506,1491.86,27000,0
2/18/22,Travel,AL,TRUE,1655.66,Mastercard,571,2757.97,29000,0
5/23/22,Groceries,VA,TRUE,79.04,Visa,677,8877.4,80000,0
5/26/22,Shopping,NA,FALSE,250.75,Mastercard,474,7188.21,92000,0
6/12/22,Dining,VA,TRUE,125.77,Mastercard,639,1349.15,22000,0
7/3/22,Shopping,AL,TRUE,97.69,Discover,645,1825.98,25000,0
6/25/22,Dining,AL,TRUE,189.05,Amex,597,8035.61,83000,0
2/15/22,Groceries,AL,TRUE,203.08,Visa,634,1400.06,24000,0
3/12/22,Dining,AR,TRUE,80.35,Discover,684,2808.73,58000,0
12/6/22,Shopping,NA,FALSE,154.58,Visa,677,470.99,178000,0
11/18/22,Shopping,CA,TRUE,49.88,Mastercard,714,9728.25,111000,0
8/7/22,Entertainment,NA,FALSE,207.29,Mastercard,546,-150.4,137000,0
8/9/22,Shopping,AL,TRUE,149.97,Mastercard,850,554.62,138000,0
3/11/22,Entertainment,AL,TRUE,105.96,Visa,594,1459.1,22000,0
5/25/22,Groceries,AR,TRUE,82.41,Mastercard,831,1738.93,125000,0
12/16/22,Dining,AL,TRUE,83.52,Mastercard,703,2253.79,47000,0
1/9/22,Entertainment,AL,TRUE,125.02,Discover,580,1199.79,23000,0
1/26/22,Groceries,MD,TRUE,78.97,Visa,696,12178.74,89000,0
11/10/22,Entertainment,AL,TRUE,302.21,Amex,536,5063.84,95000,0
4/1/22,Shopping,AK,TRUE,89.07,Visa,660,1818.71,26000,0
1/15/22,Dining,AK,TRUE,81.44,Amex,630,2462.83,30000,0
10/15/22,Shopping,AL,TRUE,245.83,Mastercard,621,5001.89,97000,0
3/25/22,Dining,NA,FALSE,104.24,Amex,722,2761.6,124000,0
5/26/22,Shopping,AZ,TRUE,60.54,Visa,467,9674.99,52000,0
10/30/22,Dining,AZ,TRUE,139.55,Visa,595,1318.58,15000,0
11/25/22,Shopping,AL,TRUE,236.73,Mastercard,600,4845.13,60000,0
8/6/22,Entertainment,AZ,TRUE,198.17,Amex,735,853.91,81000,0
4/15/22,Shopping,AL,TRUE,249.44,Visa,587,5956.42,79000,0
6/29/22,Dining,NA,FALSE,120.87,Mastercard,680,1901.4,190000,0
5/8/22,Dining,NA,FALSE,177.26,Discover,637,1630.38,19000,0
2/10/22,Groceries,AL,TRUE,120.21,Mastercard,641,2316.31,52000,0
9/1/22,Dining,GA,TRUE,87.6,Mastercard,683,2273.48,35000,0
10/21/22,Travel,AZ,TRUE,1409.58,Visa,476,7151.64,67000,0
2/9/22,Entertainment,AK,TRUE,98.97,Amex,605,10375.91,64000,0
4/22/22,Entertainment,NA,FALSE,51.16,Mastercard,678,2550.23,41000,0
4/29/22,Groceries,AL,TRUE,230.73,Discover,621,1879.86,18000,0
5/26/22,Shopping,NA,FALSE,153.81,Visa,838,1357.56,115000,0
6/26/22,Shopping,AZ,TRUE,255.53,Amex,510,3941.05,77000,0
7/31/22,Groceries,AZ,TRUE,130.65,Amex,713,1548.14,42000,0
3/16/22,Shopping,NA,FALSE,94.73,Visa,730,2075.11,18000,0
5/8/22,Groceries,NA,FALSE,108.94,Discover,605,2469.35,64000,0
9/19/22,Entertainment,NA,FALSE,112.1,Discover,578,1672.92,21000,0
1/5/22,Groceries,KS,TRUE,127.59,Mastercard,655,1521.12,33000,0
6/20/22,Shopping,AR,TRUE,46.69,Visa,659,8914.57,121000,0
8/7/22,Entertainment,NA,FALSE,181.51,Amex,699,-429.71,119000,0
2/2/22,Entertainment,AZ,TRUE,54.41,Discover,663,1823.94,54000,0
4/6/22,Groceries,AL,TRUE,85.49,Discover,714,2020.96,133000,0
1/26/22,Shopping,AL,TRUE,258.78,Mastercard,563,7129.53,83000,0
10/16/22,Groceries,AK,TRUE,110.79,Mastercard,716,2404.88,31000,0
7/9/22,Entertainment,AK,TRUE,185.26,Visa,626,1155.2,146000,0
10/25/22,Dining,AK,TRUE,90.48,Amex,847,722.35,143000,0
6/4/22,Shopping,AZ,TRUE,243.35,Discover,502,4994.02,49000,0
11/17/22,Dining,AR,TRUE,108.05,Visa,488,10653.29,76000,0
7/16/22,Groceries,AL,TRUE,111.67,Visa,690,2048.91,44000,0
5/14/22,Groceries,AL,TRUE,71.69,Visa,539,-1189.24,137000,0
10/29/22,Groceries,AZ,TRUE,98.64,Discover,724,1313.2,141000,0
10/12/22,Groceries,AZ,TRUE,70.72,Amex,473,9482.09,124000,0
7/13/22,Shopping,AL,TRUE,262.96,Mastercard,540,7183.56,75000,0
8/31/22,Groceries,CA,TRUE,406.52,Amex,799,21400.5,485000,0
5/25/22,Entertainment,NA,FALSE,97.82,Discover,540,1049.32,17000,0
7/5/22,Shopping,AZ,TRUE,100.56,Visa,658,1454.31,33000,0
4/1/22,Dining,NA,FALSE,108.31,Amex,553,9800.16,80000,0
12/21/22,Groceries,AK,TRUE,55.36,Mastercard,655,1368.19,125000,1
6/7/22,Shopping,NA,FALSE,103.96,Visa,689,2150.56,56000,0
6/21/22,Shopping,AL,TRUE,236.81,Visa,521,3793.61,74000,0
5/22/22,Travel,AL,TRUE,298.32,Visa,614,1554.85,42000,0
12/17/22,Dining,AK,TRUE,182.46,Amex,623,4920.31,97000,0
6/23/22,Groceries,AL,TRUE,134.9,Visa,642,5523.62,87000,0
2/14/22,Groceries,AR,TRUE,144.5,Visa,583,8056.4,77000,0
5/17/22,Dining,AL,TRUE,106.2,Discover,655,1845.33,26000,0
4/29/22,Entertainment,AL,TRUE,198.24,Discover,847,1401.44,128000,0
8/11/22,Shopping,AZ,TRUE,157.01,Visa,813,2754.28,166000,0
5/22/22,Groceries,WA,TRUE,263.02,Visa,781,17778.55,509000,0
5/11/22,Groceries,AL,TRUE,68.11,Mastercard,701,11582.74,122000,0
11/26/22,Entertainment,AL,TRUE,300.73,Amex,641,3034.37,85000,0
9/2/22,Entertainment,CA,TRUE,498.43,Mastercard,807,16798.86,569000,0
8/25/22,Shopping,NA,FALSE,149.48,Mastercard,559,1030.31,155000,0
12/24/22,Dining,AL,TRUE,165.28,Amex,487,6602.47,65000,0
3/16/22,Shopping,AL,TRUE,256.95,Mastercard,616,7914.42,88000,0
11/25/22,Shopping,AL,TRUE,244.14,Discover,681,6674.72,92000,0
6/8/22,Shopping,AZ,TRUE,41.39,Visa,603,1112.74,16000,0
3/5/22,Shopping,AL,TRUE,257.15,Visa,564,3584.07,67000,0
8/26/22,Groceries,AL,TRUE,193.53,Discover,580,2013.04,15000,0
12/16/22,Shopping,AK,TRUE,46.57,Mastercard,850,8672.47,97000,0
10/14/22,Shopping,MI,TRUE,259.7,Amex,562,6275.12,78000,0
5/22/22,Shopping,AZ,TRUE,99.89,Amex,722,1622.64,33000,0
6/23/22,Entertainment,AL,TRUE,323.6,Amex,688,4799.88,75000,0
12/4/22,Shopping,NY,TRUE,152.94,Amex,681,851.25,137000,0
11/23/22,Shopping,AL,TRUE,77.55,Visa,647,1627.29,25000,0
11/8/22,Entertainment,NA,FALSE,82.53,Visa,586,901.05,24000,0
5/4/22,Shopping,AZ,TRUE,88.13,Visa,588,1160.68,30000,0
6/26/22,Shopping,AL,TRUE,247.66,Amex,632,5483.06,47000,0
10/27/22,Entertainment,AK,TRUE,307.43,Mastercard,616,5653.11,89000,0
5/24/22,Shopping,AL,TRUE,167.84,Mastercard,815,362.38,144000,0
4/27/22,Groceries,AK,TRUE,164.19,Amex,636,5049.84,90000,0
12/15/22,Groceries,AL,TRUE,192.84,Visa,693,1584.82,20000,0
3/5/22,Shopping,AZ,TRUE,78.23,Discover,586,903.35,15000,0
11/18/22,Shopping,AZ,TRUE,253.38,Mastercard,382,4323.04,95000,0
6/5/22,Entertainment,AL,TRUE,302.74,Amex,546,3825.78,104000,0
8/21/22,Entertainment,FL,TRUE,203.27,Mastercard,726,2398.39,181000,0
6/5/22,Entertainment,AZ,TRUE,124.97,Discover,498,585.25,32000,0
8/9/22,Dining,AK,TRUE,96.98,Amex,695,791.24,169000,0
3/1/22,Shopping,NA,FALSE,154.18,Mastercard,656,-24.18,137000,0
1/11/22,Groceries,AL,TRUE,73.38,Discover,733,2119.85,145000,0
11/17/22,Shopping,CO,TRUE,76.42,Discover,654,1879.07,25000,0
9/21/22,Shopping,FL,TRUE,108.18,Visa,642,1881.19,42000,0
4/28/22,Groceries,AL,TRUE,77.25,Visa,614,9335.94,47000,0
1/8/22,Groceries,AL,TRUE,138.14,Visa,471,3450.07,68000,0
12/12/22,Groceries,AZ,TRUE,130.65,Amex,505,2155.1,89000,0
11/8/22,Entertainment,NA,FALSE,298.47,Visa,513,3212.2,64000,0
12/19/22,Shopping,AR,TRUE,90.13,Amex,626,1397.52,22000,0
3/23/22,Dining,AK,TRUE,220.62,Amex,533,3169.26,102000,0
4/30/22,Entertainment,AL,TRUE,55.05,Visa,582,1992.75,26000,0
6/19/22,Dining,AR,TRUE,106.26,Amex,724,2608.53,149000,0
2/11/22,Shopping,AK,TRUE,78.57,Mastercard,648,75.19,120000,1
2/8/22,Entertainment,AL,TRUE,313.44,Visa,530,6691.11,93000,0
8/20/22,Shopping,AZ,TRUE,107.12,Visa,571,1522.73,22000,0
8/5/22,Shopping,AR,TRUE,74.77,Discover,664,10551.46,146000,1
11/19/22,Groceries,AR,TRUE,162.36,Mastercard,506,2840.65,64000,0
7/24/22,Dining,AZ,TRUE,136.87,Visa,645,1006.42,28000,0
11/12/22,Entertainment,NA,FALSE,189.04,Visa,704,2153.93,133000,0
6/16/22,Entertainment,AZ,TRUE,190.46,Visa,573,-875.91,157000,0
9/3/22,Groceries,AK,TRUE,76.94,Discover,645,2327.42,147000,0
11/18/22,Groceries,AL,TRUE,161.11,Mastercard,515,3521.52,88000,0
11/26/22,Entertainment,AL,TRUE,201.72,Visa,707,-322.1,109000,0
6/9/22,Dining,AZ,TRUE,126.72,Discover,593,1342.32,21000,0
11/4/22,Groceries,AR,TRUE,148.48,Visa,469,5735.09,67000,0
5/24/22,Dining,AR,TRUE,105.87,Amex,850,1051.26,148000,0
4/24/22,Entertainment,NA,FALSE,56.73,Visa,648,2439.63,42000,0
5/18/22,Entertainment,NA,FALSE,179.01,Visa,618,1397.43,133000,0
11/24/22,Groceries,CA,TRUE,166.45,Discover,605,4786.58,77000,0
1/14/22,Shopping,NA,FALSE,45.43,Amex,688,10759.88,68000,0
6/26/22,Dining,AZ,TRUE,111.26,Amex,731,10419.35,63000,0
6/5/22,Groceries,AR,TRUE,154.48,Amex,485,6986.55,42000,0
5/26/22,Groceries,NA,FALSE,81.34,Discover,719,953.58,144000,0
5/27/22,Dining,NA,FALSE,67.84,Amex,625,806.76,193000,0
5/10/22,Entertainment,AK,TRUE,94.92,Discover,633,1219.83,21000,0
11/7/22,Shopping,AL,TRUE,120.44,Mastercard,675,1592.94,38000,0
4/1/22,Entertainment,DE,TRUE,47.28,Visa,686,1826.86,58000,0
5/1/22,Dining,AL,TRUE,212.14,Mastercard,437,3951.01,74000,0
8/31/22,Groceries,AL,TRUE,117.7,Mastercard,693,2074.85,36000,0
2/17/22,Entertainment,AR,TRUE,85.36,Visa,610,2819.94,15000,0
9/19/22,Dining,AZ,TRUE,210.48,Amex,517,5695.94,83000,0
5/28/22,Shopping,AZ,TRUE,45.8,Visa,681,10299.59,72000,0
3/3/22,Entertainment,AR,TRUE,205.98,Visa,707,1518.98,155000,0
8/12/22,Entertainment,AL,TRUE,194.35,Mastercard,644,1685.77,133000,0
1/3/22,Shopping,AK,TRUE,147.21,Amex,636,-426.51,147000,0
10/5/22,Groceries,AZ,TRUE,168.9,Visa,619,1581.07,20000,0
4/5/22,Entertainment,AL,TRUE,193.7,Visa,688,3361.23,149000,0
5/29/22,Groceries,AR,TRUE,117.6,Discover,654,1956.79,35000,0
2/26/22,Groceries,AK,TRUE,93.9,Amex,541,8728.28,142000,0
3/10/22,Shopping,SD,TRUE,153.68,Visa,681,978.41,144000,0
5/20/22,Shopping,NA,FALSE,78.53,Visa,731,-527.28,123000,1
1/30/22,Entertainment,AL,TRUE,48.91,Discover,587,1196.86,19000,0
4/26/22,Travel,AL,TRUE,901.18,Discover,588,9843.63,84000,1
6/25/22,Entertainment,AR,TRUE,62.06,Mastercard,650,1580.75,14000,0
7/6/22,Entertainment,MS,TRUE,45.46,Mastercard,629,2163.37,37000,0
11/21/22,Shopping,AL,TRUE,93.07,Amex,650,2364.85,44000,0
6/23/22,Entertainment,AZ,TRUE,85.8,Visa,561,988.59,29000,0
12/22/22,Shopping,NA,FALSE,90.44,Mastercard,707,1656.27,155000,1
11/12/22,Groceries,AK,TRUE,154.52,Mastercard,567,3368.02,88000,0
1/1/22,Dining,AL,TRUE,105.39,Amex,784,10378.26,108000,0
9/8/22,Groceries,AR,TRUE,178.1,Discover,610,1332.87,18000,0
2/27/22,Groceries,AL,TRUE,142.24,Mastercard,597,6441.26,95000,0
7/3/22,Groceries,NA,FALSE,209.13,Mastercard,628,1594.29,18000,0
12/25/22,Groceries,NA,FALSE,186.32,Discover,610,1962.97,16000,0
2/12/22,Entertainment,NA,FALSE,101.92,Discover,590,1648.03,19000,0
8/7/22,Entertainment,AR,TRUE,294.28,Amex,553,4537.58,77000,0
2/18/22,Entertainment,AL,TRUE,307.17,Mastercard,641,6683.47,77000,0
1/2/22,Dining,AR,TRUE,71.28,Visa,656,2251.97,41000,0
6/25/22,Shopping,NA,FALSE,248.93,Amex,576,4679.38,103000,0
10/19/22,Shopping,AL,TRUE,99.33,Amex,685,2176.55,42000,0
9/6/22,Groceries,AZ,TRUE,134.08,Mastercard,531,4650.28,103000,0
12/27/22,Entertainment,AR,TRUE,207.77,Discover,840,1059.17,166000,0
12/31/22,Shopping,NA,FALSE,45.87,Mastercard,644,8545.09,90000,0
11/7/22,Entertainment,AL,TRUE,274.09,Mastercard,394,6728.17,93000,0
11/22/22,Shopping,AZ,TRUE,112.19,Visa,626,951.37,57000,0
7/30/22,Shopping,AL,TRUE,105.02,Mastercard,656,2068.12,35000,0
2/21/22,Dining,AZ,TRUE,188.23,Visa,457,7458.87,79000,0
11/20/22,Groceries,AK,TRUE,160.51,Discover,592,3373.7,74000,0
12/4/22,Dining,AL,TRUE,98.54,Amex,519,-41.2,131000,0
11/3/22,Groceries,AZ,TRUE,79.87,Discover,795,1758.85,127000,0
7/4/22,Groceries,AR,TRUE,79.69,Mastercard,650,1223.46,145000,0
1/20/22,Groceries,CA,TRUE,131.07,Visa,646,7548.54,90000,0
11/28/22,Shopping,AR,TRUE,244.17,Amex,575,3192.9,68000,0
12/10/22,Dining,AK,TRUE,121.12,Mastercard,736,8930.15,114000,0
1/10/22,Groceries,AR,TRUE,130.09,Mastercard,575,2762.63,40000,0
4/24/22,Groceries,AZ,TRUE,85.9,Discover,731,12092.38,116000,0
1/2/22,Entertainment,AZ,TRUE,52.92,Visa,648,2377.98,55000,0
4/30/22,Groceries,AL,TRUE,235.22,Visa,482,1976.41,7000,0
4/12/22,Entertainment,AK,TRUE,333.33,Mastercard,660,5911.02,72000,0
4/25/22,Entertainment,NA,FALSE,89.84,Visa,370,10276.51,96000,0
1/4/22,Groceries,AL,TRUE,84.48,Amex,614,994.03,148000,0
6/11/22,Shopping,NA,FALSE,59.37,Discover,556,1338.04,23000,0
9/22/22,Shopping,AZ,TRUE,102.07,Discover,536,1245.8,23000,0
7/4/22,Entertainment,AR,TRUE,95.62,Visa,474,9752.06,93000,0
5/2/22,Entertainment,AL,TRUE,68.06,Visa,619,836.49,19000,0
5/29/22,Entertainment,AK,TRUE,109.43,Mastercard,599,1211.32,17000,0
12/5/22,Shopping,AL,TRUE,156.26,Mastercard,742,404.17,156000,0
9/4/22,Groceries,AR,TRUE,150.53,Discover,600,1273.12,25000,0
12/23/22,Shopping,NA,FALSE,80.07,Discover,621,1789.6,28000,0
8/6/22,Groceries,AL,TRUE,160.28,Mastercard,627,5610.87,92000,0
11/1/22,Entertainment,AL,TRUE,199.35,Discover,767,-368.27,140000,0
11/29/22,Groceries,AR,TRUE,69.25,Discover,738,1364.45,155000,0
7/5/22,Shopping,AK,TRUE,254.58,Mastercard,595,5764.31,60000,0
7/25/22,Entertainment,AL,TRUE,79.17,Mastercard,706,1305.63,19000,0
9/6/22,Groceries,AL,TRUE,80.24,Mastercard,564,9599.36,143000,0
2/19/22,Entertainment,AR,TRUE,82.93,Discover,674,9599.16,104000,0
7/24/22,Groceries,NA,FALSE,159.51,Amex,545,6080.04,77000,0
8/22/22,Shopping,AL,TRUE,84.65,Visa,584,2108.38,10000,0
8/29/22,Dining,AZ,TRUE,188.59,Mastercard,483,8755.74,92000,0
10/31/22,Entertainment,NA,FALSE,203.78,Visa,683,2971.43,152000,0
2/12/22,Entertainment,AL,TRUE,204.56,Mastercard,610,1606.59,102000,0
2/26/22,Shopping,AZ,TRUE,247.34,Visa,418,6800.98,84000,0
6/4/22,Shopping,AZ,TRUE,251.08,Visa,547,7514.98,84000,0
7/10/22,Shopping,AZ,TRUE,258.42,Amex,596,3483.99,91000,0
12/2/22,Shopping,CA,TRUE,144.86,Visa,817,1586.96,107000,0
9/19/22,Groceries,AL,TRUE,128.87,Visa,678,2661.27,39000,0
9/30/22,Groceries,AL,TRUE,127.67,Mastercard,659,1514.13,22000,0
1/31/22,Entertainment,AR,TRUE,263.69,Visa,419,5172.84,85000,0
10/8/22,Shopping,AL,TRUE,68.84,Visa,622,2242.01,152000,1
2/8/22,Entertainment,AZ,TRUE,204.17,Visa,707,2734.57,124000,0
7/5/22,Shopping,AZ,TRUE,245.77,Amex,530,4262.15,92000,0
11/3/22,Groceries,CA,TRUE,76.68,Mastercard,751,1372.01,141000,0
9/27/22,Entertainment,AK,TRUE,80.39,Discover,651,1908.25,19000,0
8/14/22,Groceries,LA,TRUE,65.44,Amex,738,452.4,177000,0
4/29/22,Entertainment,AL,TRUE,563.29,Amex,790,26230.46,621000,0
11/10/22,Shopping,NA,FALSE,235.68,Mastercard,637,5146.99,85000,0
4/28/22,Dining,AL,TRUE,102.64,Discover,814,-1130.03,136000,0
12/15/22,Entertainment,AL,TRUE,120.86,Visa,620,1062.53,21000,0
8/1/22,Groceries,AL,TRUE,87.7,Mastercard,775,502.1,85000,0
3/18/22,Travel,NA,FALSE,1116.35,Visa,729,1666.96,45000,1
4/3/22,Shopping,AL,TRUE,784.77,Amex,838,22600.13,613000,0
1/16/22,Dining,AK,TRUE,398.2,Amex,781,20154.84,542000,0
5/11/22,Entertainment,AL,TRUE,94.04,Discover,615,8565.54,98000,0
2/2/22,Shopping,NA,FALSE,96.15,Visa,594,1526.09,17000,0
9/25/22,Groceries,NA,FALSE,173.79,Amex,546,995.43,19000,0
8/8/22,Entertainment,AZ,TRUE,49.19,Mastercard,701,1739.55,34000,0
